1;02001;1;11;3
2;02001;1;12;3
3;02001;1;14;3
4;02001;2;21;3
5;02001;2;22;3
6;02001;2;23;4
7;02001;2;24;3
8;02001;3;31;4
9;02001;3;32;3
10;02001;3;33;4
11;02001;3;35;4
12;02001;4;41;4
13;02001;4;42;4
14;02002;1;11;3
15;02002;1;12;3
16;02002;1;14;4
17;02002;2;21;4
18;02002;2;22;3
19;02002;2;23;3
20;02002;2;24;3
21;02002;2;26;3
22;02002;3;31;4
23;02002;3;32;3
24;02002;3;33;4
25;02002;3;35;3
26;02002;4;41;4
27;02002;4;42;4
28;02003;1;11;3
29;02003;1;12;3
30;02003;1;14;4
31;02003;2;21;4
32;02003;2;22;3
33;02003;2;23;3
34;02003;2;24;3
35;02003;2;26;3
36;02003;3;31;4
37;02003;3;32;3
38;02003;3;33;4
39;02003;3;35;3
40;02003;4;41;4
41;02003;4;42;4
42;02004;1;11;3
43;02004;1;12;3
44;02004;1;13;3
45;02004;1;14;4
46;02004;2;21;4
47;02004;2;22;3
48;02004;2;23;3
49;02004;2;24;3
50;02004;2;26;4
51;02004;3;31;4
52;02004;3;32;3
53;02004;3;33;4
54;02004;3;35;3
55;02004;4;41;4
56;02004;4;42;4
57;02005;1;11;3
58;02005;1;12;3
59;02005;1;14;4
60;02005;2;21;4
61;02005;2;22;3
62;02005;2;23;3
63;02005;2;24;3
64;02005;2;26;3
65;02005;3;31;4
66;02005;3;32;3
67;02005;3;33;4
68;02005;3;35;3
69;02005;4;41;4
70;02005;4;42;4
71;02006;1;11;3
72;02006;1;12;3
73;02006;1;14;4
74;02006;2;21;4
75;02006;2;22;3
76;02006;2;23;3
77;02006;2;25;3
78;02006;2;26;3
79;02006;3;31;4
80;02006;3;32;3
81;02006;3;33;4
82;02006;3;35;3
83;02006;4;41;4
84;02006;4;42;4
85;02007;1;11;3
86;02007;1;12;3
87;02007;1;14;4
88;02007;2;21;4
89;02007;2;22;4
90;02007;2;23;3
91;02007;2;25;3
92;02007;2;26;3
93;02007;3;31;4
94;02007;3;32;3
95;02007;3;33;4
96;02007;3;35;3
97;02007;4;41;4
98;02007;4;42;4
99;02008;1;11;3
100;02008;1;12;4
101;02008;1;13;3
102;02008;1;14;4
103;02008;2;21;4
104;02008;2;22;4
105;02008;2;23;3
106;02008;2;24;3
107;02008;2;26;4
108;02008;3;31;4
109;02008;3;32;3
110;02008;3;33;4
111;02008;3;35;3
112;02008;4;41;4
113;02008;4;42;4
114;02008;4;44;3
115;02009;1;11;3
116;02009;1;12;3
117;02009;1;14;3
118;02009;2;21;4
119;02009;2;22;3
120;02009;2;23;4
121;02009;2;24;3
122;02009;2;26;3
123;02009;3;31;4
124;02009;3;32;4
125;02009;3;33;4
126;02009;3;35;4
127;02009;4;41;4
128;02009;4;42;4
129;03001;1;14;2
130;03001;2;21;2
131;03001;2;22;2
132;03001;2;23;3
133;03001;3;31;3
134;03001;3;32;2
135;03001;3;33;3
136;03001;3;35;3
137;03001;4;41;3
138;03001;4;42;3
139;03001;4;43;3
140;03002;1;14;2
141;03002;2;21;2
142;03002;2;22;2
143;03002;2;23;3
144;03002;3;31;3
145;03002;3;32;2
146;03002;3;33;3
147;03002;3;35;3
148;03002;4;41;3
149;03002;4;42;3
150;03002;4;43;3
151;03003;1;14;2
152;03003;2;21;2
153;03003;2;22;2
154;03003;2;23;3
155;03003;3;31;3
156;03003;3;32;2
157;03003;3;33;3
158;03003;3;35;3
159;03003;4;41;3
160;03003;4;42;3
161;03003;4;43;3
162;03004;1;14;2
163;03004;2;21;2
164;03004;2;22;2
165;03004;2;23;3
166;03004;3;31;3
167;03004;3;32;2
168;03004;3;33;3
169;03004;3;35;3
170;03004;4;41;3
171;03004;4;42;3
172;03004;4;43;3
173;03005;1;14;2
174;03005;2;21;2
175;03005;2;22;2
176;03005;2;23;3
177;03005;3;31;3
178;03005;3;32;2
179;03005;3;33;3
180;03005;3;35;3
181;03005;4;41;3
182;03005;4;42;3
183;03005;4;43;3
184;03006;1;11;2
185;03006;1;14;3
186;03006;2;21;3
187;03006;2;22;2
188;03006;2;23;2
189;03006;3;31;3
190;03006;3;32;2
191;03006;3;33;3
192;03006;4;41;3
193;03006;4;42;3
194;03006;4;43;3
195;03007;1;11;2
196;03007;1;14;3
197;03007;2;21;3
198;03007;2;22;2
199;03007;2;23;2
200;03007;3;31;3
201;03007;3;32;2
202;03007;3;33;3
203;03007;4;41;3
204;03007;4;42;3
205;03007;4;43;3
206;03008;1;11;2
207;03008;1;14;3
208;03008;2;21;3
209;03008;2;22;2
210;03008;2;23;2
211;03008;3;31;3
212;03008;3;32;2
213;03008;3;33;3
214;03008;4;41;3
215;03008;4;42;3
216;03008;4;43;3
217;03009;1;11;2
218;03009;1;14;3
219;03009;2;21;3
220;03009;2;22;2
221;03009;2;23;2
222;03009;3;31;3
223;03009;3;32;2
224;03009;3;33;3
225;03009;4;41;3
226;03009;4;42;3
227;03009;4;43;3
228;03010;1;11;2
229;03010;1;14;3
230;03010;2;21;3
231;03010;2;22;2
232;03010;2;23;2
233;03010;3;31;3
234;03010;3;32;2
235;03010;3;33;3
236;03010;4;41;3
237;03010;4;42;3
238;03010;4;43;3
239;03011;1;11;2
240;03011;1;14;3
241;03011;2;21;3
242;03011;2;22;2
243;03011;2;23;2
244;03011;3;31;3
245;03011;3;32;2
246;03011;3;33;3
247;03011;4;41;3
248;03011;4;42;3
249;03011;4;43;3
250;03012;1;11;2
251;03012;1;14;3
252;03012;2;21;3
253;03012;2;22;3
254;03012;2;23;2
255;03012;3;31;3
256;03012;3;32;2
257;03012;3;33;3
258;03012;4;41;3
259;03012;4;42;3
260;03012;4;43;3
261;03013;1;11;2
262;03013;1;14;3
263;03013;2;21;3
264;03013;2;22;3
265;03013;2;23;2
266;03013;3;31;3
267;03013;3;32;2
268;03013;3;33;3
269;03013;4;41;3
270;03013;4;42;3
271;03013;4;43;3
272;03014;1;11;2
273;03014;1;14;3
274;03014;2;21;3
275;03014;2;22;3
276;03014;2;23;2
277;03014;3;31;3
278;03014;3;32;2
279;03014;3;33;3
280;03014;4;41;3
281;03014;4;42;3
282;03014;4;43;3
283;03015;1;11;2
284;03015;1;14;3
285;03015;2;21;3
286;03015;2;22;3
287;03015;2;23;2
288;03015;3;31;3
289;03015;3;32;2
290;03015;3;33;3
291;03015;4;41;3
292;03015;4;42;3
293;03015;4;43;3
294;03016;1;11;2
295;03016;1;14;3
296;03016;2;21;3
297;03016;2;22;3
298;03016;2;23;2
299;03016;3;31;3
300;03016;3;32;2
301;03016;3;33;3
302;03016;4;41;3
303;03016;4;42;3
304;03016;4;43;3
305;03017;1;11;2
306;03017;1;14;3
307;03017;2;21;3
308;03017;2;22;3
309;03017;2;23;2
310;03017;3;31;3
311;03017;3;32;2
312;03017;3;33;3
313;03017;4;41;3
314;03017;4;42;3
315;03017;4;43;3
316;03018;1;11;2
317;03018;1;14;3
318;03018;2;21;3
319;03018;2;22;2
320;03018;2;23;2
321;03018;3;31;3
322;03018;3;32;2
323;03018;3;33;3
324;03018;4;41;3
325;03018;4;42;3
326;03018;4;43;3
327;03019;1;11;2
328;03019;1;14;3
329;03019;2;21;3
330;03019;2;22;2
331;03019;2;23;2
332;03019;3;31;3
333;03019;3;32;2
334;03019;3;33;3
335;03019;4;41;3
336;03019;4;42;3
337;03019;4;43;3
338;03020;1;11;2
339;03020;1;14;3
340;03020;2;21;3
341;03020;2;22;2
342;03020;2;23;2
343;03020;3;31;3
344;03020;3;32;2
345;03020;3;33;3
346;03020;4;41;3
347;03020;4;42;3
348;03020;4;43;3
349;03021;1;11;2
350;03021;1;14;3
351;03021;2;21;3
352;03021;2;22;2
353;03021;2;23;2
354;03021;3;31;3
355;03021;3;32;2
356;03021;3;33;3
357;03021;4;41;3
358;03021;4;42;3
359;03021;4;43;3
360;03022;1;11;2
361;03022;1;14;3
362;03022;2;21;3
363;03022;2;22;2
364;03022;2;23;2
365;03022;3;31;3
366;03022;3;32;2
367;03022;3;33;3
368;03022;4;41;3
369;03022;4;42;3
370;03022;4;43;3
371;03023;1;11;2
372;03023;1;14;3
373;03023;2;21;3
374;03023;2;22;2
375;03023;2;23;2
376;03023;3;31;3
377;03023;3;32;2
378;03023;3;33;3
379;03023;4;41;3
380;03023;4;42;3
381;03023;4;43;3
382;03024;1;11;2
383;03024;1;14;3
384;03024;2;21;3
385;03024;2;22;2
386;03024;2;23;2
387;03024;3;31;3
388;03024;3;32;2
389;03024;3;33;3
390;03024;4;41;3
391;03024;4;42;3
392;03024;4;43;3
393;03025;1;11;2
394;03025;1;14;3
395;03025;2;21;3
396;03025;2;22;2
397;03025;2;23;2
398;03025;3;31;3
399;03025;3;32;2
400;03025;3;33;3
401;03025;4;41;3
402;03025;4;42;3
403;03025;4;43;3
404;03026;1;11;2
405;03026;1;14;3
406;03026;2;21;3
407;03026;2;22;2
408;03026;2;23;2
409;03026;3;31;3
410;03026;3;32;2
411;03026;3;33;3
412;03026;4;41;3
413;03026;4;42;3
414;03026;4;43;3
