415;03027;1;11;2
416;03027;1;14;3
417;03027;2;21;3
418;03027;2;22;2
419;03027;2;23;2
420;03027;3;31;3
421;03027;3;32;2
422;03027;3;33;3
423;03027;4;41;3
424;03027;4;42;3
425;03027;4;43;3
426;03028;1;11;2
427;03028;1;14;3
428;03028;2;21;3
429;03028;2;22;2
430;03028;2;23;2
431;03028;3;31;3
432;03028;3;32;2
433;03028;3;33;3
434;03028;4;41;3
435;03028;4;42;3
436;03028;4;43;3
437;03029;1;14;3
438;03029;2;21;3
439;03029;2;22;2
440;03029;2;23;2
441;03029;2;25;2
442;03029;3;31;3
443;03029;3;32;2
444;03029;3;33;3
445;03029;4;41;3
446;03029;4;42;3
447;03029;4;43;3
448;03030;1;14;3
449;03030;2;21;3
450;03030;2;22;2
451;03030;2;23;2
452;03030;2;25;2
453;03030;3;31;3
454;03030;3;32;2
455;03030;3;33;3
456;03030;4;41;3
457;03030;4;42;3
458;03030;4;43;3
459;03031;1;14;3
460;03031;2;21;3
461;03031;2;22;2
462;03031;2;23;2
463;03031;2;25;2
464;03031;3;31;3
465;03031;3;32;2
466;03031;3;33;3
467;03031;4;41;3
468;03031;4;42;3
469;03031;4;43;3
470;03032;1;14;3
471;03032;2;21;3
472;03032;2;22;2
473;03032;2;23;2
474;03032;2;25;2
475;03032;3;31;3
476;03032;3;32;2
477;03032;3;33;3
478;03032;4;41;3
479;03032;4;42;3
480;03032;4;43;3
481;03033;1;14;3
482;03033;2;21;3
483;03033;2;22;2
484;03033;2;23;2
485;03033;2;25;2
486;03033;3;31;3
487;03033;3;32;2
488;03033;3;33;3
489;03033;4;41;3
490;03033;4;42;3
491;03033;4;43;3
492;03034;1;14;3
493;03034;2;21;3
494;03034;2;22;2
495;03034;2;23;2
496;03034;2;25;2
497;03034;3;31;3
498;03034;3;32;2
499;03034;3;33;3
500;03034;4;41;3
501;03034;4;42;3
502;03034;4;43;3
503;03035;1;14;3
504;03035;2;21;3
505;03035;2;22;3
506;03035;2;23;2
507;03035;2;25;2
508;03035;3;31;3
509;03035;3;32;2
510;03035;3;33;3
511;03035;4;41;3
512;03035;4;42;3
513;03035;4;43;3
514;03036;1;14;3
515;03036;2;21;3
516;03036;2;22;3
517;03036;2;23;2
518;03036;2;25;2
519;03036;3;31;3
520;03036;3;32;2
521;03036;3;33;3
522;03036;4;41;3
523;03036;4;42;3
524;03036;4;43;3
525;03037;1;14;3
526;03037;2;21;3
527;03037;2;22;3
528;03037;2;23;2
529;03037;2;25;2
530;03037;3;31;3
531;03037;3;32;2
532;03037;3;33;3
533;03037;4;41;3
534;03037;4;42;3
535;03037;4;43;3
536;03038;1;14;3
537;03038;2;21;3
538;03038;2;22;3
539;03038;2;23;2
540;03038;2;25;2
541;03038;3;31;3
542;03038;3;32;2
543;03038;3;33;3
544;03038;4;41;3
545;03038;4;42;3
546;03038;4;43;3
547;03039;1;14;3
548;03039;2;21;3
549;03039;2;22;3
550;03039;2;23;2
551;03039;2;25;2
552;03039;3;31;3
553;03039;3;32;2
554;03039;3;33;3
555;03039;4;41;3
556;03039;4;42;3
557;03039;4;43;3
558;03040;1;11;2
559;03040;1;14;3
560;03040;2;21;3
561;03040;2;22;3
562;03040;2;23;2
563;03040;3;31;3
564;03040;3;32;2
565;03040;3;33;3
566;03040;4;41;3
567;03040;4;42;3
568;03040;4;43;3
569;03040;4;44;2
570;03041;1;11;2
571;03041;1;14;3
572;03041;2;21;3
573;03041;2;22;3
574;03041;2;23;2
575;03041;3;31;3
576;03041;3;32;2
577;03041;3;33;3
578;03041;4;41;3
579;03041;4;42;3
580;03041;4;43;3
581;03041;4;44;2
582;03042;1;11;2
583;03042;1;14;3
584;03042;2;21;3
585;03042;2;22;3
586;03042;2;23;2
587;03042;3;31;3
588;03042;3;32;2
589;03042;3;33;3
590;03042;4;41;3
591;03042;4;42;3
592;03042;4;43;3
593;03042;4;44;2
594;03043;1;11;2
595;03043;1;14;3
596;03043;2;21;3
597;03043;2;22;3
598;03043;2;23;2
599;03043;3;31;3
600;03043;3;32;2
601;03043;3;33;3
602;03043;4;41;3
603;03043;4;42;3
604;03043;4;43;3
605;03043;4;44;2
606;03044;1;11;2
607;03044;1;14;3
608;03044;2;21;3
609;03044;2;22;3
610;03044;2;23;2
611;03044;3;31;3
612;03044;3;32;2
613;03044;3;33;3
614;03044;4;41;3
615;03044;4;42;3
616;03044;4;43;3
617;03044;4;44;2
618;03045;1;11;2
619;03045;1;14;3
620;03045;2;21;3
621;03045;2;22;3
622;03045;2;23;2
623;03045;3;31;3
624;03045;3;32;2
625;03045;3;33;3
626;03045;4;41;3
627;03045;4;42;3
628;03045;4;43;3
629;03045;4;44;2
630;03046;1;11;2
631;03046;1;14;3
632;03046;2;21;3
633;03046;2;22;3
634;03046;2;23;3
635;03046;3;31;3
636;03046;3;32;3
637;03046;3;33;3
638;03046;4;41;3
639;03046;4;42;3
640;03046;4;43;3
641;03047;1;11;2
642;03047;1;14;3
643;03047;2;21;3
644;03047;2;22;3
645;03047;2;23;3
646;03047;3;31;3
647;03047;3;32;3
648;03047;3;33;3
649;03047;4;41;3
650;03047;4;42;3
651;03047;4;43;3
652;03048;1;11;2
653;03048;1;14;3
654;03048;2;21;3
655;03048;2;22;3
656;03048;2;23;3
657;03048;3;31;3
658;03048;3;32;3
659;03048;3;33;3
660;03048;4;41;3
661;03048;4;42;3
662;03048;4;43;3
663;03049;1;11;2
664;03049;1;14;3
665;03049;2;21;3
666;03049;2;22;3
667;03049;2;23;3
668;03049;3;31;3
669;03049;3;32;3
670;03049;3;33;3
671;03049;4;41;3
672;03049;4;42;3
673;03049;4;43;3
674;03050;1;11;2
675;03050;1;14;3
676;03050;2;21;3
677;03050;2;22;3
678;03050;2;23;3
679;03050;3;31;3
680;03050;3;32;3
681;03050;3;33;3
682;03050;4;41;3
683;03050;4;42;3
684;03050;4;43;3
685;03051;1;11;3
686;03051;1;12;3
687;03051;1;14;3
688;03051;2;21;3
689;03051;2;22;3
690;03051;2;23;3
691;03051;2;24;3
692;03051;2;26;3
693;03051;3;31;4
694;03051;3;32;3
695;03051;3;33;4
696;03051;3;35;3
697;03051;4;41;4
698;03051;4;42;4
